customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
ZW84453,Arizona,F,Bachelor,0,0,70,0,Personal Auto,Four-Door Car,131
HO29524,California,M,College,0,68205,76,0,Personal Auto,Two-Door Car,99
VE89726,California,female,High School or Below,0,0,119,0,Personal Auto,SUV,856
GE87503,California,M,High School or Below,0,53690,154,0,Personal Auto,SUV,739
PX90263,Oregon,M,High School or Below,0,0,72,0,Personal Auto,Four-Door Car,518
NI17718,California,female,High School or Below,0,0,61,0,Personal Auto,Four-Door Car,292
FY32213,California,female,High School or Below,0,74454,71,0,Personal Auto,Four-Door Car,340
RZ13254,Nevada,female,Bachelor,0,0,73,0,Personal Auto,Four-Door Car,350
GN45013,Oregon,M,High School or Below,0,29664,71,0,Personal Auto,Four-Door Car,340
NM39588,Washington,F,Doctor,0,72450,66,0,Corporate Auto,Four-Door Car,84
KU84464,Nevada,female,Bachelor,0,47272,79,0,Personal Auto,Four-Door Car,64
YH43527,Oregon,female,College,0,21585,92,0,Corporate Auto,Four-Door Car,441
RO30676,California,female,College,0,23827,106,0,Personal Auto,Four-Door Car,37
QL59704,Arizona,female,College,0,69906,74,0,Corporate Auto,Four-Door Car,202
QH19450,California,female,High School or Below,0,0,72,0,Corporate Auto,Four-Door Car,345
SA54664,Washington,M,Master,0,73196,66,0,Personal Auto,Four-Door Car,85
CI38330,Washington,M,Bachelor,0,72217,6464,0,Personal Auto,Four-Door Car,91
WB38524,California,M,High School or Below,0,46131,74,0,Personal Auto,Two-Door Car,355
CE56187,Oregon,female,Master,0,54514,109,0,Personal Auto,SUV,286
JL19416,California,female,High School or Below,0,0,161,0,Personal Auto,SUV,1159
JZ61422,Nevada,female,College,0,96668,66,0,Personal Auto,Four-Door Car,316
LA13377,California,M,Doctor,0,78879,69,0,Personal Auto,Four-Door Car,466
NC99948,Nevada,M,College,0,0,69,0,Personal Auto,Four-Door Car,331
QD34785,Arizona,female,Bachelor,0,0,76,0,Personal Auto,Four-Door Car,364
RO26085,California,female,Bachelor,0,0,112,0,Personal Auto,Sports Car,1252
ES57969,Oregon,M,Bachelor,0,29735,69,0,Personal Auto,Four-Door Car,331
JK55587,California,M,High School or Below,0,23082,65,0,Special Auto,Four-Door Car,312
RN97635,Arizona,M,Bachelor,0,53984,80,0,Corporate Auto,Four-Door Car,421
BI76326,California,female,College,0,52135,156,0,Personal Auto,SUV,430
JA34909,California,female,College,0,17576,71,0,Corporate Auto,Four-Door Car,398
OJ90342,Oregon,female,Bachelor,0,29486,62,0,Personal Auto,Four-Door Car,7
CM88932,Oregon,female,Master,0,58557,88,0,Corporate Auto,Four-Door Car,55
JJ97525,California,M,Bachelor,0,25632,63,0,Personal Auto,Two-Door Car,351
XV21647,California,female,High School or Below,0,0,112,0,Personal Auto,Sports Car,806
MC83487,Arizona,M,Bachelor,0,18768,68,0,Corporate Auto,Four-Door Car,647
BL90769,California,female,Bachelor,0,33190,106,0,Personal Auto,SUV,508
CR57148,Oregon,female,Master,0,47945,74,0,Personal Auto,Two-Door Car,128
CP85232,Arizona,M,College,0,58778,126,0,Special Auto,SUV,302
YL74732,California,female,High School or Below,0,15192,100,0,Personal Auto,SUV,480
FG16766,California,female,Bachelor,0,51859,171,0,Personal Auto,SUV,1003
NV55438,Nevada,female,High School or Below,0,23422,72,0,Personal Auto,Two-Door Car,518
RM10880,California,female,College,0,21604,79,0,Corporate Auto,Four-Door Car,379
GL56175,Arizona,M,College,0,79298,90,0,Personal Auto,Four-Door Car,244
UK52289,Arizona,female,Bachelor,0,76731,64,0,Special Auto,Four-Door Car,201
OT85112,Washington,M,College,0,38460,88,0,Personal Auto,Four-Door Car,91
BC62782,Arizona,F,College,0,48534,115,0,Personal Auto,SUV,552
TI19722,Washington,M,Doctor,0,30817,88,0,Corporate Auto,Four-Door Car,91
JP30654,Oregon,F,College,0,48412,104,0,Personal Auto,SUV,707
UM45563,Washington,M,Bachelor,0,68798,114,0,Personal Auto,SUV,92
EN60878,Oregon,M,Bachelor,0,23712,85,0,Personal Auto,Four-Door Car,376
JF36291,California,M,College,0,28142,105,0,Personal Auto,Sports Car,701
BK59444,California,F,Master,0,72196,68,0,Personal Auto,Four-Door Car,152
MK70700,California,M,Master,0,68197,69,0,Personal Auto,Four-Door Car,176
IW71076,California,M,Bachelor,0,75248,63,0,Corporate Auto,Four-Door Car,104
AP98768,California,F,College,0,0,98,0,Personal Auto,Four-Door Car,941
OM24164,Nevada,M,Bachelor,0,0,65,0,Personal Auto,Two-Door Car,468
HR85211,Washington,female,Master,0,89879,63,0,Personal Auto,Two-Door Car,94
VC87846,Oregon,M,High School or Below,0,46998,96,0,Corporate Auto,Four-Door Car,460
ZM92052,Oregon,M,Bachelor,0,57099,67,0,Personal Auto,Two-Door Car,67
ON73702,Arizona,F,Bachelor,0,33897,114,0,Corporate Auto,SUV,539
QQ90441,Nevada,F,High School or Below,0,59207,116,0,Personal Auto,Four-Door Car,556
HU35721,Oregon,M,High School or Below,0,40171,73,0,Personal Auto,Four-Door Car,350
YP47665,Washington,M,Doctor,0,80192,67,0,Personal Auto,Four-Door Car,95
FU99476,Washington,M,High School or Below,0,74422,85,0,Personal Auto,Four-Door Car,95
AG85615,Oregon,M,College,0,0,87,0,Special Auto,Four-Door Car,626
OY74069,Arizona,F,College,0,0,67,0,Personal Auto,Four-Door Car,321
DJ91267,Nevada,F,Bachelor,0,34226,244,0,Personal Auto,Luxury SUV,494
KB72438,California,F,High School or Below,0,65989,123,0,Personal Auto,SUV,115
TR67616,Oregon,M,High School or Below,0,30686,61,0,Corporate Auto,Four-Door Car,19
GF65731,California,F,Master,0,0,113,0,Personal Auto,Sports Car,799
HB67642,Arizona,F,High School or Below,0,20090,109,0,Personal Auto,Sports Car,523
DP84567,California,M,High School or Below,0,0,183,0,Personal Auto,Luxury SUV,878
VV77534,Oregon,M,College,0,77094,176,0,Personal Auto,SUV,444
GL67540,California,F,College,0,97413,73,0,Personal Auto,Four-Door Car,268
SV50502,Oregon,F,Master,0,79189,69,0,Corporate Auto,Four-Door Car,331
UK59698,California,F,High School or Below,0,0,62,0,Personal Auto,Two-Door Car,297
OA57352,Arizona,F,College,0,18577,86,0,Personal Auto,Four-Door Car,412
ZF84449,Oregon,F,College,0,0,112,0,Special Auto,Sports Car,806
AX86150,Washington,M,High School or Below,0,62777,67,0,Personal Auto,Two-Door Car,101
HG39060,Oregon,Male,Bachelor,0,0,74,0,Corporate Auto,Four-Door Car,532
EM29359,Nevada,Male,College,0,17483,183,0,Personal Auto,Luxury Car,1317
SF57173,Oregon,Male,Master,0,84394,114,0,Personal Auto,SUV,691
OT47603,Oregon,Male,College,0,0,127,0,Personal Auto,Sports Car,804
SW31412,Oregon,F,College,0,41440,62,0,Personal Auto,Four-Door Car,297
JS36322,Arizona,Male,High School or Below,0,0,136,0,Personal Auto,Sports Car,1090
RE81445,Oregon,F,College,0,98132,71,0,Personal Auto,Two-Door Car,50
RM24280,Oregon,F,High School or Below,0,0,112,0,Personal Auto,Four-Door Car,537
LC25393,California,Male,Bachelor,0,88220,230,0,Personal Auto,Luxury Car,151
UX38930,Arizona,F,Master,0,58327,129,0,Personal Auto,SUV,347
HD95496,Oregon,Male,Master,0,25950,66,0,Personal Auto,Two-Door Car,271
RX24650,Oregon,Male,High School or Below,0,20993,133,0,Corporate Auto,SUV,638
DW19309,Oregon,Male,High School or Below,0,65726,177,0,Corporate Auto,SUV,849
MT41386,Washington,M,Bachelors,0,84768,72,0,Personal Auto,Two-Door Car,110
WZ40465,Washington,F,Bachelor,0,36234,63,0,Personal Auto,Four-Door Car,113
DB42794,California,Male,College,0,58842,110,0,Personal Auto,Four-Door Car,528
JB50798,Oregon,F,Master,0,25629,124,0,Corporate Auto,Sports Car,595
IP69763,Washington,F,College,0,77311,181,0,Personal Auto,SUV,113
TE35785,California,Male,Doctor,0,0,196,0,Personal Auto,Luxury SUV,1337
HX74855,Washington,M,High School or Below,0,95697,61,0,Personal Auto,Two-Door Car,114
QN65180,Oregon,F,Bachelor,0,22254,79,0,Personal Auto,Four-Door Car,125
GE47180,Nevada,Male,High School or Below,0,65974,113,0,Personal Auto,Sports Car,235
VQ38776,Oregon,F,College,0,0,76,0,Personal Auto,Four-Door Car,395
BH86846,Washington,M,High School or Below,0,92079,65,0,Corporate Auto,Four-Door Car,114
IN17648,Nevada,Male,High School or Below,0,0,74,0,Personal Auto,Two-Door Car,772
DF95759,Oregon,Male,College,0,0,132,0,Personal Auto,SUV,633
QG45324,Oregon,F,High School or Below,0,0,73,0,Personal Auto,Four-Door Car,350
MN61620,Arizona,F,College,0,67752,131,0,Personal Auto,Sports Car,168
YH86390,California,F,Bachelor,0,25398,64,0,Corporate Auto,Four-Door Car,307
FY13480,California,Male,High School or Below,0,0,88,0,Personal Auto,Four-Door Car,633
YH61661,California,M,High School or Below,0,33321,105,0,Special Auto,SUV,504
NL93182,Nevada,M,Bachelor,0,0,78,0,Corporate Auto,Four-Door Car,845
LN31673,Washington,F,College,0,38923,99,0,Personal Auto,Four-Door Car,115
WE68644,Oregon,F,Bachelor,0,20325,100,0,Personal Auto,Sports Car,668
EZ30498,Oregon,M,Bachelor,0,13129,117,0,Personal Auto,SUV,700
QY74517,Oregon,F,High School or Below,0,0,73,0,Personal Auto,Four-Door Car,525
NM88660,Nevada,M,Master,0,49080,91,0,Corporate Auto,Four-Door Car,25
MZ82036,Nevada,M,College,0,42536,63,0,Personal Auto,Four-Door Car,375
ID20929,Oregon,M,Bachelor,0,29926,74,0,Corporate Auto,Four-Door Car,418
EY50028,Nevada,M,Doctor,0,0,86,0,Corporate Auto,Two-Door Car,398
TT82373,California,F,Bachelor,0,21450,138,0,Personal Auto,Sports Car,938
OH64088,California,M,High School or Below,0,33345,65,0,Corporate Auto,Four-Door Car,338
SK97780,California,F,Bachelor,0,15752,90,0,Corporate Auto,Two-Door Car,339
IO33050,Oregon,F,High School or Below,0,40169,65,0,Personal Auto,Four-Door Car,302
XA55917,California,F,College,0,26049,113,0,Personal Auto,SUV,619
JK32620,Nevada,M,College,0,0,68,0,Personal Auto,Four-Door Car,326
RQ19236,Arizona,M,Doctor,0,55411,100,0,Personal Auto,Sports Car,259
QC47433,Oregon,M,College,0,12459,70,0,Personal Auto,Four-Door Car,336
RA93608,Oregon,M,Bachelor,0,64620,76,0,Personal Auto,Two-Door Car,364
XH97711,California,M,Bachelor,0,83140,61,0,Corporate Auto,Four-Door Car,179
AU96286,Oregon,F,Bachelor,0,0,92,0,Corporate Auto,Four-Door Car,662
KC17170,Arizona,F,Bachelor,0,54422,68,0,Corporate Auto,Four-Door Car,75
ZN47335,California,M,College,0,68309,131,0,Corporate Auto,SUV,306
EI46264,California,M,High School or Below,0,56621,65,0,Personal Auto,Four-Door Car,84
EK87864,Arizona,F,College,0,38977,70,0,Special Auto,Four-Door Car,139
GV45403,AZ,M,Bachelor,0,0,111,0,Corporate Auto,Two-Door Car,607
QK31192,AZ,M,High School or Below,0,0,114,0,Corporate Auto,Two-Door Car,631
LU89008,AZ,F,College,0,0,83,0,Personal Auto,Four-Door Car,628
NS10490,Oregon,F,Bachelor,0,83235,70,0,Personal Auto,Two-Door Car,336
KL98495,Nevada,M,College,0,0,74,0,Personal Auto,Two-Door Car,426
IU96845,AZ,M,College,0,32390,80,0,Personal Auto,Four-Door Car,91
QL93655,Oregon,F,High School or Below,0,66538,95,0,Personal Auto,Two-Door Car,317
PF40592,Washington,F,College,0,23285,65,0,Personal Auto,Two-Door Car,118
LZ34046,Oregon,M,Bachelor,0,76358,66,0,Personal Auto,Four-Door Car,86
JC80093,Washington,M,Master,0,21104,66,0,Personal Auto,Four-Door Car,118
YE88490,AZ,F,College,0,55350,67,0,Personal Auto,Four-Door Car,321
YC80498,California,F,College,0,12964,65,0,Personal Auto,Two-Door Car,362
AI85843,AZ,F,Master,0,33288,86,0,Personal Auto,Four-Door Car,221
XD66024,AZ,F,College,0,0,84,0,Personal Auto,Four-Door Car,980
FY51713,AZ,F,Bachelor,0,56168,88,0,Personal Auto,Four-Door Car,614
PH26378,California,M,College,0,0,92,0,Personal Auto,Four-Door Car,662
WQ18638,Oregon,M,High School or Below,0,23105,69,0,Personal Auto,Two-Door Car,331
KY14688,Oregon,F,Master,0,36218,68,0,Personal Auto,Four-Door Car,145
TC97762,California,F,High School or Below,0,52275,62,0,Corporate Auto,Four-Door Car,374
QC87108,Oregon,F,College,0,49665,74,0,Personal Auto,Four-Door Car,355
CX12134,Nevada,M,High School or Below,0,32471,110,0,Personal Auto,Two-Door Car,528
SM73248,AZ,M,High School or Below,0,0,86,0,Corporate Auto,Two-Door Car,619
CK19789,California,F,Master,0,62773,73,0,Personal Auto,Four-Door Car,80
UV12583,California,F,College,0,76694,117,0,Personal Auto,SUV,561
JC11405,Oregon,M,High School or Below,0,55687,276,0,Personal Auto,Luxury SUV,1324
KA89683,AZ,F,High School or Below,0,0,70,0,Personal Auto,Four-Door Car,504
BG85305,Nevada,M,Doctor,0,36633,96,0,Personal Auto,Four-Door Car,460
UQ87917,Oregon,M,High School or Below,0,77060,106,0,Personal Auto,SUV,468
XN11823,Nevada,F,Bachelor,0,92600,94,0,Corporate Auto,Two-Door Car,842
OS46571,California,M,High School or Below,0,0,66,0,Personal Auto,Four-Door Car,475
PX17116,Nevada,M,College,0,0,111,0,Corporate Auto,SUV,1171
RP19541,AZ,M,College,0,64801,64,0,Personal Auto,Four-Door Car,268
ZR25747,Oregon,F,College,0,45257,103,0,Corporate Auto,Two-Door Car,494
NQ86532,California,M,High School or Below,0,26854,66,0,Personal Auto,Four-Door Car,475
JY27336,Oregon,F,College,0,85840,102,0,Corporate Auto,SUV,138
PB54378,Oregon,F,Doctor,0,26463,72,0,Corporate Auto,Four-Door Car,345
SV38190,Nevada,F,Bachelor,0,30689,81,0,Personal Auto,Four-Door Car,467
CV24005,Oregon,M,High School or Below,0,29590,66,0,Corporate Auto,Two-Door Car,467
EX28656,Oregon,F,College,0,25965,253,0,Personal Auto,Luxury SUV,1214
CF57022,Oregon,M,Bachelor,0,17269,139,0,Personal Auto,SUV,667
GM16780,Oregon,M,College,0,90330,137,0,Corporate Auto,Sports Car,192
BX94438,California,F,High School or Below,0,0,113,0,Corporate Auto,SUV,619
RM41745,California,F,High School or Below,0,0,110,0,Personal Auto,Four-Door Car,1002
XR70252,California,F,High School or Below,0,0,67,0,Personal Auto,Two-Door Car,321
YH92099,AZ,F,Bachelor,0,18558,80,0,Special Auto,Four-Door Car,384
SG81493,Arizona,M,Bachelor,0,46384,113,0,Corporate Auto,Four-Door Car,251
ZX23819,Oregon,F,High School or Below,0,0,72,0,Personal Auto,Two-Door Car,866
FJ54907,Oregon,F,College,0,42303,180,0,Personal Auto,Luxury SUV,1210
CU26127,California,F,Bachelor,0,71731,130,0,Corporate Auto,SUV,599
YH60476,Oregon,M,High School or Below,0,51066,74,0,Corporate Auto,Four-Door Car,787
ZZ97035,California,M,College,0,0,203,0,Corporate Auto,Luxury Car,2027
GE82737,Nevada,F,Bachelor,0,0,86,0,Personal Auto,Four-Door Car,619
KY21873,Arizona,M,College,0,0,69,0,Personal Auto,Two-Door Car,72
UA51318,Arizona,F,High School or Below,0,26173,68,0,Corporate Auto,Four-Door Car,449
BV55014,Oregon,M,Bachelor,0,24445,63,0,Personal Auto,Two-Door Car,302
HX21307,Oregon,Male,College,0,72302,66,0,Personal Auto,Two-Door Car,316
LQ68252,Oregon,Male,High School or Below,0,27208,102,0,Personal Auto,SUV,489
CR92802,California,F,Master,0,36650,69,0,Special Auto,Four-Door Car,56
SL35268,Arizona,Male,College,0,30855,68,0,Corporate Auto,Four-Door Car,259
RD62882,Arizona,F,Bachelor,0,0,95,0,Personal Auto,Two-Door Car,456
JS42382,Oregon,Male,Master,0,99960,76,0,Corporate Auto,Four-Door Car,364
BT30554,Arizona,F,Bachelor,0,0,98,0,Personal Auto,Four-Door Car,470
VP57424,Nevada,F,Bachelor,0,55873,88,0,Personal Auto,Four-Door Car,299
VU19243,Arizona,F,High School or Below,0,18052,111,0,Personal Auto,Four-Door Car,699
TA82973,Oregon,F,High School or Below,0,28937,104,0,Personal Auto,SUV,117
GK71720,Oregon,F,High School or Below,0,0,86,0,Personal Auto,Four-Door Car,545
OQ61223,California,Male,College,0,0,73,0,Personal Auto,Two-Door Car,350
LL62746,Oregon,Male,Doctor,0,12829,118,0,Personal Auto,SUV,328
JQ56711,Oregon,F,Master,0,92163,73,0,Personal Auto,Two-Door Car,66
AW77988,Oregon,Male,High School or Below,0,17588,192,0,Personal Auto,Luxury Car,1382
QP84605,Washington,F,Bachelor,0,41546,111,0,Corporate Auto,Four-Door Car,121
MY97912,Arizona,Male,College,0,0,127,0,Personal Auto,SUV,609
IB87349,California,M,High School or Below,0,70340,113,0,Special Auto,Four-Door Car,542
AW73065,Oregon,F,High School or Below,0,0,74,0,Personal Auto,Four-Door Car,532
BW80872,Washington,M,High School or Below,0,34549,111,0,Personal Auto,Four-Door Car,125
PX70175,Arizona,M,College,0,93459,99,0,Personal Auto,Four-Door Car,655
KF75098,Arizona,M,Bachelor,0,86148,65,0,Personal Auto,Four-Door Car,312
IS50283,California,F,Bachelor,0,27048,72,0,Corporate Auto,Four-Door Car,345
MY64920,Oregon,F,College,0,73259,115,0,Personal Auto,SUV,673
KN34250,Oregon,F,College,0,35482,129,0,Corporate Auto,SUV,619
GN46207,Oregon,F,Master,0,29462,107,0,Personal Auto,SUV,513
KL57176,Oregon,F,College,0,67801,115,0,Personal Auto,SUV,23
MN94234,California,M,High School or Below,0,0,94,0,Personal Auto,Two-Door Car,451
JY90595,Arizona,M,High School or Below,0,16042,73,0,Personal Auto,Two-Door Car,350
HK26543,California,M,High School or Below,0,28056,64,0,Personal Auto,Four-Door Car,307
PN86062,California,M,High School or Below,0,16495,85,0,Corporate Auto,Four-Door Car,408
VW27730,California,F,Master,0,41163,108,0,Corporate Auto,SUV,231
SH55671,Arizona,F,College,0,0,161,0,Personal Auto,Sports Car,772
MO56878,California,M,Bachelor,0,33799,109,0,Corporate Auto,SUV,664
VO38365,Washington,F,College,0,90125,110,0,Corporate Auto,SUV,128
SV35618,Oregon,F,Bachelor,0,87747,147,0,Personal Auto,SUV,46
RX12347,Nevada,M,College,0,35695,90,0,Personal Auto,Four-Door Car,432
FR55658,California,M,Master,0,90985,87,0,Personal Auto,Four-Door Car,78
XS12556,California,F,College,0,0,101,0,Corporate Auto,Sports Car,564
ZU73588,California,M,College,0,66839,154,0,Personal Auto,Sports Car,739
WT43034,California,F,High School or Below,0,0,165,0,Personal Auto,SUV,792
VM13430,Oregon,F,Bachelor,0,79090,107,0,Corporate Auto,SUV,289
TC78849,Oregon,M,Bachelor,0,24825,64,0,Personal Auto,Two-Door Car,155
VC34764,California,M,College,0,26806,63,0,Personal Auto,Four-Door Car,302
WO90953,Oregon,F,College,0,56835,67,0,Personal Auto,Two-Door Car,326
IU47468,Oregon,F,Bachelor,0,0,88,0,Special Auto,Two-Door Car,653
KO46064,California,M,Bachelor,0,46135,69,0,Personal Auto,Four-Door Car,103
RB34917,Arizona,F,Bachelor,0,0,73,0,Personal Auto,Four-Door Car,809
BI38192,Oregon,F,High School or Below,0,22862,67,0,Personal Auto,Two-Door Car,321
PU18983,Oregon,F,High School or Below,0,21450,110,0,Personal Auto,Sports Car,528
SW79912,Oregon,M,Bachelor,0,95854,65,0,Personal Auto,Two-Door Car,312
ES39217,Oregon,F,Bachelor,0,44897,99,0,Personal Auto,Four-Door Car,580
KP72427,Washington,M,High School or Below,0,64455,108,0,Personal Auto,SUV,133
UA19178,Oregon,F,Master,0,53265,62,0,Personal Auto,Four-Door Car,238
PR53785,Arizona,F,High School or Below,0,0,198,0,Personal Auto,Luxury Car,1577
XF57481,Washington,M,Master,0,50450,90,0,Personal Auto,Two-Door Car,135
CN90378,California,F,High School or Below,0,54780,88,0,Personal Auto,Four-Door Car,135
KI56154,Nevada,M,High School or Below,0,0,119,0,Personal Auto,Sports Car,571
UI55951,California,M,Bachelor,0,67798,69,0,Personal Auto,Four-Door Car,331
FF28650,Oregon,M,Bachelor,0,21442,118,0,Personal Auto,SUV,566
FS55302,California,M,Bachelor,0,27615,62,0,Personal Auto,Four-Door Car,297
TN79487,California,M,Bachelor,0,17622,65,0,Personal Auto,Four-Door Car,312
HG32616,Nevada,M,High School or Below,0,50200,135,0,Personal Auto,Sports Car,637
UK41984,Arizona,F,Doctor,0,0,112,0,Personal Auto,SUV,537
LZ52266,California,F,High School or Below,0,0,96,0,Personal Auto,Four-Door Car,460
PM27367,California,F,Master,0,73570,70,0,Special Auto,Two-Door Car,75
ZK21724,Oregon,F,High School or Below,0,0,111,0,Personal Auto,SUV,799
BH35482,Washington,M,Doctor,0,70412,61,0,Corporate Auto,Two-Door Car,136
QE22757,Nevada,M,Doctor,0,36631,62,0,Personal Auto,Four-Door Car,67
ON77649,Oregon,F,College,0,35895,73,0,Personal Auto,Four-Door Car,312
RN82884,Arizona,F,College,0,40864,109,0,Personal Auto,SUV,166
CQ75652,Oregon,M,College,0,0,118,0,Personal Auto,Four-Door Car,566
FF58467,Arizona,F,Master,0,93018,63,0,Personal Auto,Four-Door Car,135
BS83666,Oregon,M,Bachelor,0,70014,62,0,Corporate Auto,Four-Door Car,17
WO29605,Oregon,F,College,0,48875,61,0,Personal Auto,Two-Door Car,1
TL77607,California,M,Bachelor,0,67969,74,0,Personal Auto,Four-Door Car,197
EZ50606,Oregon,F,High School or Below,0,0,108,0,Corporate Auto,SUV,612
OS39723,Oregon,F,Doctor,0,68665,69,0,Personal Auto,Two-Door Car,331
FN69743,California,M,College,0,26802,66,0,Corporate Auto,Two-Door Car,316
XW96958,Nevada,M,High School or Below,0,0,110,0,Corporate Auto,Four-Door Car,1193
TU92578,California,M,College,0,45345,125,0,Personal Auto,SUV,600
TL43709,Washington,M,Bachelors,0,89689,74,0,Personal Auto,Four-Door Car,136
YE68736,California,F,Bachelor,0,32051,193,0,Personal Auto,SUV,926
OB96537,Oregon,M,Master,0,81139,74,0,Special Auto,Four-Door Car,392
EU68825,Oregon,F,Master,0,63834,100,0,Personal Auto,Sports Car,215
CC31456,Arizona,M,Bachelor,0,37548,81,0,Special Auto,Four-Door Car,160
DJ77787,Arizona,F,High School or Below,0,0,69,0,Personal Auto,Four-Door Car,371
LN26837,California,M,High School or Below,0,72421,65,0,Personal Auto,Four-Door Car,312
YI92916,Nevada,M,Master,0,83102,116,0,Corporate Auto,Four-Door Car,443
NW54906,Oregon,M,College,0,28432,118,0,Personal Auto,SUV,612
ME77513,Nevada,F,Master,0,83707,108,0,Corporate Auto,Four-Door Car,290
UK76891,California,F,College,0,63259,65,0,Corporate Auto,Four-Door Car,316
SI26888,Nevada,F,High School or Below,0,0,67,0,Personal Auto,Four-Door Car,405
YD74948,Oregon,F,College,0,63860,62,0,Personal Auto,Four-Door Car,208
HB64268,Washington,M,Bachelor,0,43836,73,0,Personal Auto,Four-Door Car,138
BW52697,California,F,College,0,86132,68,0,Personal Auto,Two-Door Car,301
NL41409,Oregon,F,Bachelor,0,28519,66,0,Personal Auto,Two-Door Car,456
OD69005,Arizona,F,High School or Below,0,39102,88,0,Personal Auto,Four-Door Car,152
ZZ91716,California,F,Bachelor,0,0,89,0,Personal Auto,Four-Door Car,491
UK70255,California,F,College,0,97298,128,0,Personal Auto,Sports Car,48
QT25383,Nevada,M,High School or Below,0,41986,84,0,Personal Auto,Two-Door Car,430
AW18068,Arizona,M,High School or Below,0,0,88,0,Personal Auto,Two-Door Car,633
NS45347,Oregon,F,College,0,17291,73,0,Personal Auto,Four-Door Car,350
FV19421,California,M,Bachelor,0,0,74,0,Personal Auto,Four-Door Car,246
XW89091,California,M,College,0,37256,62,0,Personal Auto,Four-Door Car,128
YC11951,Oregon,M,High School or Below,0,96306,95,0,Corporate Auto,Four-Door Car,185
UY18770,California,F,Bachelor,0,14290,271,0,Personal Auto,Luxury SUV,1300
RA49085,California,F,College,0,37038,71,0,Corporate Auto,Four-Door Car,9
BG84194,Oregon,M,College,0,90760,103,0,Special Auto,SUV,133
PT64580,Washington,M,Master,0,77048,103,0,Personal Auto,SUV,141
MR67738,Oregon,F,High School or Below,0,54480,67,0,Personal Auto,Four-Door Car,321
DM95829,California,M,College,0,16244,68,0,Personal Auto,Two-Door Car,623
DB75522,California,F,College,0,22436,89,0,Special Auto,Four-Door Car,427
LM34525,Washington,F,College,0,71592,72,0,Personal Auto,Four-Door Car,141
WW30771,Arizona,M,Master,0,28728,67,0,Personal Auto,Four-Door Car,321
QP65569,Arizona,M,High School or Below,0,57449,103,0,Personal Auto,Four-Door Car,494
TN50051,California,F,Doctor,0,83318,73,0,Personal Auto,Two-Door Car,211
UO86707,Washington,M,Bachelors,0,75217,61,0,Personal Auto,Four-Door Car,147
JA41698,Nevada,M,Bachelor,0,0,102,0,Corporate Auto,SUV,862
NX18774,Oregon,M,Bachelor,0,55308,107,0,Corporate Auto,SUV,513
DA69469,Oregon,F,College,0,36068,97,0,Personal Auto,Two-Door Car,113
CN23147,Oregon,M,Bachelor,0,48804,112,0,Corporate Auto,Four-Door Car,537
RA68844,Oregon,M,College,0,0,131,0,Personal Auto,SUV,943
GH42026,Oregon,M,Bachelor,0,55790,111,0,Personal Auto,SUV,117
BD16530,Arizona,F,Bachelor,0,70258,69,0,Personal Auto,Four-Door Car,225
JH91579,Oregon,F,Bachelor,0,0,95,0,Personal Auto,Two-Door Car,456
WK23685,Oregon,F,Bachelor,0,47274,83,0,Corporate Auto,Four-Door Car,182
GR62267,Washington,F,College,0,44705,71,0,Personal Auto,Two-Door Car,148
PI78084,Arizona,M,High School or Below,0,0,73,0,Personal Auto,Two-Door Car,525
GF97874,Washington,F,Master,0,70446,65,0,Personal Auto,Four-Door Car,155
ZH19885,Washington,F,High School or Below,0,43860,65,0,Personal Auto,Four-Door Car,156
UK25655,Oregon,F,Bachelor,0,64348,86,0,Personal Auto,Two-Door Car,212
QR45101,Oregon,M,Bachelor,0,0,62,0,Corporate Auto,Two-Door Car,297
EL93539,California,M,Master,0,88997,72,0,Special Auto,Four-Door Car,174
EE99484,Washington,F,High School or Below,0,43860,65,0,Corporate Auto,Four-Door Car,156
DP46882,California,F,High School or Below,0,10312,78,0,Corporate Auto,Four-Door Car,486
WP41146,California,F,High School or Below,0,0,72,0,Personal Auto,Four-Door Car,345
TK60799,Arizona,F,High School or Below,0,96263,103,0,Personal Auto,SUV,1
DN29808,California,F,College,0,28919,72,0,Corporate Auto,Four-Door Car,518
SS59521,Oregon,F,College,0,0,68,0,Personal Auto,Two-Door Car,326
NG66579,Oregon,M,Bachelor,0,41869,64,0,Personal Auto,Two-Door Car,262
TC14209,Arizona,F,High School or Below,0,0,128,0,Personal Auto,SUV,921
ED50963,California,F,High School or Below,0,32808,68,0,Personal Auto,Four-Door Car,541
GP40701,California,F,Bachelor,0,79780,68,0,Personal Auto,Four-Door Car,326
CP98451,Oregon,F,College,0,91025,112,0,Personal Auto,SUV,327
NX52648,California,F,High School or Below,0,33043,95,0,Personal Auto,Two-Door Car,456
ZC32510,Arizona,M,High School or Below,0,69442,118,0,Personal Auto,Four-Door Car,1265
NG27780,Oregon,M,College,0,0,70,0,Corporate Auto,Four-Door Car,63
HN95240,Arizona,F,College,0,0,70,0,Corporate Auto,Four-Door Car,336
EB59129,Oregon,F,Bachelor,0,47234,65,0,Personal Auto,Four-Door Car,15
RA70851,Oregon,M,High School or Below,0,86863,92,0,Personal Auto,Four-Door Car,441
PM19162,Oregon,M,Bachelor,0,25805,66,0,Personal Auto,Four-Door Car,375
MS59005,Nevada,M,Bachelor,0,43676,76,0,Personal Auto,Four-Door Car,364
