customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount,policy_type,vehicle_class
AI61368,Nevada,F,High School or Below,0,22510,95,0,456,Personal Auto,Four-Door Car
UF37831,Arizona,M,Master,0,54613,213,0,731,Personal Auto,Luxury SUV
PO90615,Arizona,F,High School or Below,0,25965,65,0,329,Personal Auto,Four-Door Car
GY74661,Oregon,F,College,0,34911,105,0,126,Personal Auto,SUV
MX50302,Oregon,M,Bachelor,0,78618,66,0,225,Special Auto,Two-Door Car
TC84427,Oregon,F,High School or Below,0,61080,66,0,294,Personal Auto,Four-Door Car
IQ82914,Oregon,F,Master,0,60415,62,0,72,Personal Auto,Two-Door Car
TY74870,California,F,Master,0,25143,66,0,8,Corporate Auto,Four-Door Car
II83628,California,M,College,0,41045,64,0,394,Personal Auto,Four-Door Car
ZR77995,California,M,College,0,97729,95,0,97,Personal Auto,Four-Door Car
QT89604,Arizona,F,High School or Below,0,55702,61,0,151,Personal Auto,Four-Door Car
AB21519,California,F,College,0,93272,95,0,281,Personal Auto,Four-Door Car
MP47256,California,M,Bachelor,0,23665,67,0,404,Personal Auto,Four-Door Car
MA47641,Oregon,M,High School or Below,0,20228,101,0,523,Personal Auto,SUV
GQ20713,Nevada,F,College,0,38713,66,0,316,Personal Auto,Four-Door Car
WW87934,Arizona,F,Bachelor,0,23815,73,0,424,Personal Auto,Four-Door Car
HF75276,Nevada,F,High School or Below,0,0,93,0,446,Personal Auto,Four-Door Car
ET64028,California,F,High School or Below,0,47221,99,0,475,Personal Auto,Two-Door Car
QA41472,Oregon,M,Bachelor,0,34495,113,0,389,Personal Auto,SUV
OZ92426,Oregon,M,College,0,46264,62,0,199,Corporate Auto,Four-Door Car
UM69933,Nevada,M,College,0,46051,63,0,302,Personal Auto,Two-Door Car
RQ11502,Nevada,F,Bachelor,0,23975,128,0,614,Corporate Auto,SUV
TX98128,California,F,College,0,0,74,0,580,Personal Auto,Four-Door Car
XY52165,Arizona,F,College,0,78561,74,0,355,Personal Auto,Two-Door Car
GB39003,California,M,High School or Below,0,0,90,0,432,Personal Auto,Two-Door Car
VH43367,California,F,High School or Below,0,61402,63,0,302,Special Auto,Four-Door Car
KG81168,Arizona,M,Bachelor,0,65090,71,0,73,Personal Auto,Four-Door Car
WU14549,Nevada,M,Master,0,88495,108,0,535,Personal Auto,Two-Door Car
XB17553,Nevada,M,Bachelor,0,52797,104,0,88,Personal Auto,Sports Car
MY88518,Nevada,M,Doctor,0,31278,92,0,441,Personal Auto,Two-Door Car
XE18554,California,F,Bachelor,0,24177,92,0,441,Personal Auto,Four-Door Car
NY97446,Oregon,F,High School or Below,0,96339,68,0,293,Corporate Auto,Four-Door Car
VT96364,California,M,Bachelor,0,68164,119,0,222,Personal Auto,Four-Door Car
HF88410,Washington,nan,High School or Below,0,36765,66,0,320,Personal Auto,Four-Door Car
DP92488,Washington,F,Doctor,0,74592,67,0,321,Personal Auto,Two-Door Car
VC54081,Oregon,F,College,0,0,63,0,117,Special Auto,Four-Door Car
CE94751,California,M,College,0,0,70,0,524,Personal Auto,Two-Door Car
VM85856,Oregon,F,Master,0,34990,65,0,42,Personal Auto,Four-Door Car
EH37385,Arizona,F,Master,0,22849,109,0,523,Personal Auto,Sports Car
FI45719,Arizona,M,Doctor,0,32893,63,0,174,Personal Auto,Four-Door Car
SB79528,Oregon,M,College,0,0,73,0,350,Corporate Auto,Two-Door Car
WH81461,Nevada,M,College,0,0,111,0,1186,Personal Auto,SUV
UD47050,Oregon,M,High School or Below,0,26876,76,0,364,Corporate Auto,Four-Door Car
XZ17273,Nevada,M,Bachelor,0,71663,74,0,84,Corporate Auto,Four-Door Car
XR97812,California,M,College,0,0,69,0,331,Personal Auto,Four-Door Car
BW88060,California,F,High School or Below,0,16994,112,0,806,Personal Auto,SUV
CP32818,Oregon,M,Bachelor,0,64270,117,0,46,Personal Auto,Sports Car
CM52565,Nevada,F,High School or Below,0,0,83,0,597,Corporate Auto,Four-Door Car
YP40334,Oregon,F,Doctor,0,0,145,0,358,Personal Auto,SUV
KD63998,California,M,College,0,56342,69,0,331,Personal Auto,Four-Door Car
VC77127,California,F,High School or Below,0,0,70,0,837,Personal Auto,Four-Door Car
AM30008,California,M,High School or Below,0,28327,185,0,888,Personal Auto,Luxury Car
PC83755,Oregon,M,High School or Below,0,95697,61,0,114,Personal Auto,Two-Door Car
XS22323,Arizona,M,High School or Below,0,26876,76,0,364,Personal Auto,Four-Door Car
ST27958,Washington,M,College,0,10621,67,0,321,Personal Auto,Four-Door Car
BH23017,Nevada,F,Bachelor,0,0,61,0,657,Personal Auto,Two-Door Car
OD18225,California,M,College,0,32918,84,0,403,Personal Auto,Four-Door Car
VE31507,Oregon,F,High School or Below,0,0,71,0,447,Personal Auto,Four-Door Car
NR18672,Nevada,M,High School or Below,0,63127,74,0,174,Personal Auto,Two-Door Car
DM76654,California,M,College,0,22022,136,0,979,Personal Auto,SUV
YY11432,Oregon,F,High School or Below,0,51725,138,0,159,Personal Auto,SUV
GK67747,Washington,M,College,0,10621,67,0,321,Special Auto,Four-Door Car
XA75063,Oregon,F,College,0,39719,131,0,628,Personal Auto,Sports Car
PQ13422,Nevada,M,College,0,58194,84,0,450,Personal Auto,Four-Door Car
NA89685,Oregon,M,College,0,61990,72,0,48,Personal Auto,Four-Door Car
AL35726,Oregon,F,College,0,41479,94,0,19,Personal Auto,Two-Door Car
WO70078,Oregon,F,Bachelor,0,97899,95,0,3,Personal Auto,Four-Door Car
CA56041,Nevada,F,College,0,63878,113,0,370,Personal Auto,SUV
HI41970,Oregon,F,High School or Below,0,68671,70,0,8,Special Auto,Two-Door Car
AU46443,Nevada,F,Bachelor,0,0,102,0,1178,Personal Auto,SUV
WC35554,Oregon,M,College,0,34640,117,0,466,Personal Auto,Sports Car
JR10216,California,F,Bachelor,0,21959,71,0,340,Corporate Auto,Four-Door Car
OH11674,Arizona,F,Bachelor,0,51584,69,0,368,Corporate Auto,Two-Door Car
US85318,Oregon,F,Bachelor,0,65744,62,0,166,Corporate Auto,Four-Door Car
FS19862,Arizona,F,Bachelor,0,25198,118,0,566,Personal Auto,SUV
ZP80713,Arizona,F,Master,0,79663,69,0,263,Personal Auto,Two-Door Car
OK50159,Arizona,F,Bachelor,0,31071,111,0,215,Personal Auto,Sports Car
TP54769,California,F,Bachelor,0,39452,131,0,398,Corporate Auto,SUV
FS49381,Oregon,F,Bachelor,0,25813,61,0,205,Personal Auto,Four-Door Car
DQ79499,Oregon,F,Doctor,0,59965,131,0,905,Personal Auto,SUV
VH31965,Washington,Male,Bachelor,0,40783,67,0,321,Personal Auto,Four-Door Car
VO25602,Nevada,F,College,0,98701,94,0,79,Personal Auto,Four-Door Car
EP93369,Arizona,F,College,0,0,121,0,871,Personal Auto,Sports Car
DQ45854,Oregon,F,College,0,64388,68,0,12,Personal Auto,Four-Door Car
QG15661,Oregon,M,College,0,66841,62,0,123,Personal Auto,Four-Door Car
YA80645,Oregon,F,High School or Below,0,33738,74,0,304,Corporate Auto,Four-Door Car
TW16499,California,M,Bachelor,0,43334,95,0,614,Corporate Auto,Two-Door Car
UP97629,California,F,College,0,0,91,0,245,Personal Auto,Four-Door Car
NU42684,Nevada,F,College,0,83431,84,0,403,Personal Auto,Four-Door Car
EM85557,Washington,F,College,0,54292,67,0,321,Personal Auto,Four-Door Car
BM69818,Oregon,M,Bachelor,0,0,79,0,379,Personal Auto,Four-Door Car
HK15299,California,M,High School or Below,0,38210,69,0,383,Personal Auto,Four-Door Car
NP88496,Nevada,F,High School or Below,0,0,67,0,482,Personal Auto,Four-Door Car
SB99002,Oregon,F,Bachelor,0,49734,69,0,154,Corporate Auto,Four-Door Car
ZH42145,Washington,F,High School or Below,0,50148,65,0,323,Corporate Auto,Four-Door Car
JG30837,Oregon,M,College,0,11689,117,0,561,Corporate Auto,SUV
AC22873,Arizona,F,High School or Below,0,17120,125,0,717,Special Auto,SUV
RO85831,Oregon,M,High School or Below,0,82157,188,0,1353,Corporate Auto,Luxury Car
NN65845,Washington,F,Bachelors,0,21603,68,0,326,Personal Auto,Four-Door Car
RZ27571,Washington,F,Bachelor,0,25544,68,0,326,Personal Auto,Four-Door Car
GH31557,California,M,High School or Below,0,98121,67,0,383,Personal Auto,Two-Door Car
MK73855,Washington,F,High School or Below,0,32314,68,0,326,Personal Auto,Four-Door Car
IO27771,Oregon,F,College,0,89382,112,0,573,Corporate Auto,Four-Door Car
HB99061,Arizona,F,High School or Below,0,97742,132,0,199,Corporate Auto,SUV
HQ82089,Arizona,F,High School or Below,0,0,114,0,820,Personal Auto,Four-Door Car
JN72184,Oregon,M,College,0,0,73,0,525,Corporate Auto,Four-Door Car
WQ46946,California,F,College,0,77153,99,0,355,Personal Auto,Four-Door Car
WJ44028,California,M,Master,0,94590,81,0,388,Personal Auto,Two-Door Car
WH77063,Arizona,F,High School or Below,0,74163,108,0,518,Personal Auto,Four-Door Car
FI13966,Oregon,F,High School or Below,0,40450,287,0,1377,Personal Auto,Luxury SUV
AQ46199,Oregon,M,High School or Below,0,0,71,0,511,Personal Auto,Two-Door Car
WV69362,Arizona,F,High School or Below,0,0,99,0,475,Corporate Auto,Two-Door Car
RJ90816,California,F,College,0,33243,85,0,24,Personal Auto,Four-Door Car
NH19236,Arizona,M,Master,0,0,64,0,199,Personal Auto,Four-Door Car
VW88911,Oregon,M,High School or Below,0,0,114,0,820,Corporate Auto,Four-Door Car
NV14535,Nevada,M,High School or Below,0,20228,101,0,523,Personal Auto,SUV
BM66931,Arizona,F,High School or Below,0,92801,100,0,407,Personal Auto,SUV
JW24035,Oregon,M,College,0,0,69,0,406,Personal Auto,Four-Door Car
PG82270,California,M,College,0,36845,74,0,355,Personal Auto,Four-Door Car
RW65101,California,F,College,0,0,63,0,503,Personal Auto,Four-Door Car
QO79771,California,F,Master,0,72330,81,0,126,Personal Auto,Four-Door Car
EC44438,Nevada,F,Bachelor,0,19352,65,0,724,Personal Auto,Four-Door Car
MW54213,Arizona,M,College,0,0,62,0,297,Personal Auto,Four-Door Car
ZN33412,Arizona,F,College,0,25073,79,0,379,Personal Auto,Four-Door Car
HZ56678,Oregon,F,High School or Below,0,20261,72,0,345,Personal Auto,Four-Door Car
AN36757,Oregon,M,Master,0,66851,92,0,408,Personal Auto,Four-Door Car
NB54665,Arizona,F,High School or Below,0,43860,65,0,156,Corporate Auto,Four-Door Car
MG99229,Oregon,M,College,0,0,180,0,1777,Corporate Auto,Luxury Car
MX76292,California,F,Doctor,0,48019,64,0,137,Corporate Auto,Four-Door Car
EJ90880,California,M,College,0,28786,71,0,345,Personal Auto,Four-Door Car
WO95180,California,F,High School or Below,0,22283,65,0,572,Corporate Auto,Four-Door Car
BU53191,Arizona,F,Bachelor,0,34133,111,0,226,Personal Auto,SUV
ZK54897,Arizona,M,Master,0,60880,119,0,109,Personal Auto,Two-Door Car
PP48389,California,F,Bachelor,0,0,196,0,940,Personal Auto,Sports Car
XD29421,Oregon,M,High School or Below,0,48115,192,0,1382,Personal Auto,Luxury Car
OP26403,California,F,College,0,32017,62,0,297,Personal Auto,Four-Door Car
XK15687,Oregon,F,High School or Below,0,58518,136,0,323,Personal Auto,SUV
ED29955,California,M,Bachelor,0,61542,67,0,321,Personal Auto,Four-Door Car
QT84720,Oregon,F,Bachelor,0,56761,73,0,85,Corporate Auto,Two-Door Car
ZH35315,California,M,College,0,22976,66,0,345,Personal Auto,Four-Door Car
EE76374,Nevada,F,High School or Below,0,0,72,0,709,Personal Auto,Four-Door Car
SH51981,Washington,M,College,0,70301,67,0,328,Personal Auto,Four-Door Car
BS13111,Arizona,M,Bachelor,0,0,66,0,315,Personal Auto,Four-Door Car
JP12645,Arizona,M,Bachelor,0,44428,104,0,499,Personal Auto,SUV
ZF28570,Nevada,M,Bachelor,0,52361,102,0,645,Personal Auto,Four-Door Car
UU93074,California,M,College,0,32435,297,0,1767,Personal Auto,Luxury Car
SZ60450,California,M,High School or Below,0,40272,86,0,23,Personal Auto,Two-Door Car
HL63895,Arizona,M,Master,0,30492,61,0,171,Personal Auto,Four-Door Car
UD27196,Arizona,M,High School or Below,0,51524,244,0,1171,Personal Auto,Luxury Car
OU53351,Arizona,M,College,0,36635,63,0,302,Corporate Auto,Four-Door Car
SX50964,Arizona,F,Bachelor,0,83389,65,0,209,Corporate Auto,Two-Door Car
RP30093,Oregon,F,Bachelor,0,63035,153,0,734,Personal Auto,SUV
BK73302,California,M,Bachelor,0,61638,82,0,544,Corporate Auto,Four-Door Car
CS93971,Arizona,F,College,0,21073,106,0,508,Personal Auto,SUV
RG13940,California,F,College,0,0,68,0,326,Personal Auto,Four-Door Car
ZG94155,Oregon,M,Bachelor,0,0,82,0,192,Personal Auto,Two-Door Car
QN15356,Arizona,M,College,0,0,74,0,532,Personal Auto,Four-Door Car
MZ16820,Nevada,M,High School or Below,0,86811,102,0,489,Corporate Auto,Four-Door Car
DO98345,Oregon,M,High School or Below,0,72517,82,0,371,Personal Auto,Two-Door Car
PA48777,Washington,F,High School or Below,0,25965,5353,0,329,Personal Auto,Four-Door Car
UK76814,Oregon,F,Doctor,0,84424,66,0,231,Personal Auto,Four-Door Car
SR30440,California,F,College,0,43383,109,0,757,Personal Auto,SUV
XE66367,Oregon,M,High School or Below,0,96306,95,0,185,Special Auto,Four-Door Car
SZ70655,California,F,College,0,0,61,0,292,Corporate Auto,Two-Door Car
UV54502,Washington,female,High School or Below,0,0,69,0,331,Personal Auto,Four-Door Car
DK98861,Arizona,F,College,0,94125,109,0,341,Personal Auto,SUV
JX14364,Oregon,M,College,0,39778,112,0,806,Personal Auto,SUV
LI85491,Oregon,F,High School or Below,0,0,101,0,727,Personal Auto,SUV
JY87538,Oregon,F,College,0,91871,102,0,346,Personal Auto,SUV
VE55982,Nevada,M,Bachelor,0,54000,66,0,373,Corporate Auto,Two-Door Car
WK99918,Oregon,M,Doctor,0,57709,125,0,600,Personal Auto,SUV
XP16538,Arizona,F,High School or Below,0,81132,107,0,419,Corporate Auto,SUV
HW42900,California,M,College,0,22926,93,0,479,Corporate Auto,Four-Door Car
JG84729,Arizona,F,College,0,0,72,0,345,Personal Auto,Four-Door Car
XH85336,Washington,M,Bachelor,0,67798,69,0,331,Personal Auto,Four-Door Car
ND29059,Oregon,M,Bachelor,0,78011,138,0,619,Personal Auto,SUV
HC76653,Oregon,M,College,0,32931,62,0,297,Personal Auto,Four-Door Car
SG73822,California,F,Bachelor,0,99517,109,0,239,Personal Auto,Four-Door Car
CB44654,Arizona,M,Bachelor,0,59665,62,0,167,Personal Auto,Two-Door Car
MP53505,Washington,F,High School or Below,0,86073,136,0,333,Corporate Auto,Sports Car
YJ43481,Arizona,F,High School or Below,0,91099,107,0,406,Corporate Auto,SUV
TP15362,Oregon,M,College,0,28013,91,0,655,Personal Auto,Four-Door Car
YX90754,Nevada,F,High School or Below,0,55478,71,0,339,Personal Auto,Two-Door Car
TQ32702,Nevada,F,College,0,22568,88,0,422,Corporate Auto,Four-Door Car
TS50305,California,F,High School or Below,0,0,112,0,806,Personal Auto,SUV
BY22068,Arizona,M,High School or Below,0,39335,201,0,964,Corporate Auto,Luxury SUV
TJ48439,Oregon,F,College,0,0,66,0,508,Personal Auto,Two-Door Car
TE61015,Oregon,M,College,0,0,72,0,345,Personal Auto,Four-Door Car
RD89159,Oregon,M,College,0,58842,110,0,528,Personal Auto,Four-Door Car
VW86720,Oregon,F,Bachelor,0,0,69,0,678,Personal Auto,Four-Door Car
UM76485,Oregon,M,College,0,0,102,0,489,Personal Auto,SUV
LS62045,Oregon,F,Bachelor,0,70037,70,0,409,Personal Auto,Four-Door Car
ZG84862,Nevada,M,High School or Below,0,0,62,0,446,Personal Auto,Two-Door Car
CD76093,Nevada,M,College,0,59847,192,0,921,Corporate Auto,Luxury Car
FO99259,California,M,Bachelor,0,26630,118,0,581,Personal Auto,Four-Door Car
KN87338,Oregon,F,High School or Below,0,48039,68,0,11,Personal Auto,Four-Door Car
LT89398,California,M,High School or Below,0,0,92,0,441,Personal Auto,Four-Door Car
NZ19529,Arizona,M,High School or Below,0,0,137,0,1227,Personal Auto,SUV
PR41853,Arizona,F,Bachelor,0,0,118,0,101,Corporate Auto,Sports Car
ZF40671,Washington,F,Master,0,15818,107,0,333,Personal Auto,Two-Door Car
XR84971,Oregon,F,Doctor,0,36537,85,0,165,Personal Auto,Four-Door Car
BP83941,Arizona,F,Master,0,0,115,0,552,Personal Auto,SUV
PY80449,Arizona,M,High School or Below,0,53603,132,0,697,Personal Auto,Sports Car
ET22260,Nevada,M,Doctor,0,0,80,0,6,Corporate Auto,Four-Door Car
OF47250,California,F,Doctor,0,92374,107,0,220,Personal Auto,SUV
WB58031,California,M,High School or Below,0,39658,66,0,316,Corporate Auto,Four-Door Car
UV80201,Oregon,F,Bachelor,0,0,116,0,556,Personal Auto,Sports Car
PY10605,Arizona,M,Bachelor,0,0,70,0,336,Personal Auto,Two-Door Car
JI82682,California,F,High School or Below,0,0,65,0,328,Personal Auto,Four-Door Car
BU14748,Arizona,M,High School or Below,0,50755,91,0,436,Personal Auto,Two-Door Car
QK18099,Washington,F,College,0,69050,67,0,334,Personal Auto,Four-Door Car
LD26428,Oregon,M,Bachelor,0,0,73,0,680,Corporate Auto,Four-Door Car
MY43761,California,M,High School or Below,0,50607,137,0,657,Personal Auto,SUV
WQ89892,Washington,F,College,0,0,70,0,336,Special Auto,Two-Door Car
GY55415,Nevada,F,Bachelor,0,0,149,0,1072,Corporate Auto,SUV
IB42395,Nevada,M,College,0,0,146,0,1051,Corporate Auto,SUV
ZU74482,Oregon,M,College,0,60920,64,0,231,Personal Auto,Two-Door Car
NL74789,California,F,Bachelor,0,0,105,0,504,Special Auto,Two-Door Car
YU86594,Oregon,M,High School or Below,0,55674,66,0,81,Personal Auto,Four-Door Car
QN37451,California,M,College,0,0,189,0,2201,Corporate Auto,Luxury Car
GD83998,Washington,M,Bachelor,0,24495,70,0,336,Personal Auto,Four-Door Car
IL83479,Oregon,F,College,0,42983,86,0,412,Personal Auto,Four-Door Car
EF87528,Arizona,M,College,0,26802,66,0,316,Special Auto,Two-Door Car
IV74747,California,M,Doctor,0,0,97,0,469,Corporate Auto,Four-Door Car
JZ81608,Oregon,M,High School or Below,0,53808,88,0,189,Personal Auto,Four-Door Car
EO40136,Arizona,F,College,0,93403,73,0,295,Personal Auto,Four-Door Car
ZR40902,Oregon,F,Bachelor,0,26435,111,0,1012,Corporate Auto,Four-Door Car
PO89542,Oregon,F,Bachelor,0,0,68,0,326,Personal Auto,Four-Door Car
FX57380,California,F,Bachelor,0,39854,66,0,261,Personal Auto,Two-Door Car
NM22175,Oregon,M,College,0,0,161,0,1052,Personal Auto,SUV
BC97773,Nevada,F,Master,0,91368,71,0,395,Personal Auto,Four-Door Car
MN34012,Arizona,M,Bachelor,0,0,115,0,552,Personal Auto,SUV
KY29506,California,F,College,0,92850,104,0,499,Personal Auto,Four-Door Car
VU84949,Washington,F,Bachelors,0,0,70,0,336,Personal Auto,Two-Door Car
HC20975,Arizona,M,Bachelor,0,30915,72,0,345,Personal Auto,Four-Door Car
IF87079,Arizona,F,Master,0,48927,72,0,139,Personal Auto,Four-Door Car
EP18940,Oregon,F,Bachelor,0,0,86,0,412,Personal Auto,Four-Door Car
SB44003,Arizona,F,College,0,61108,89,0,49,Personal Auto,Four-Door Car
MK15785,Nevada,M,Master,0,48015,110,0,528,Corporate Auto,Sports Car
VP89545,Arizona,M,College,0,0,61,0,292,Personal Auto,Four-Door Car
HJ58678,Nevada,F,College,0,57587,68,0,257,Personal Auto,Four-Door Car
MW80236,Washington,M,Master,0,0,70,0,336,Personal Auto,Four-Door Car
IA52178,Arizona,F,College,0,81119,196,0,940,Corporate Auto,SUV
WC42895,California,F,Bachelor,0,65724,70,0,14,Personal Auto,Four-Door Car
JP41935,Washington,M,High School or Below,0,20128,70,0,336,Personal Auto,Four-Door Car
YM77369,Oregon,M,High School or Below,0,56146,119,0,401,Corporate Auto,Four-Door Car
WV15213,California,M,Bachelor,0,84658,62,0,44,Personal Auto,Four-Door Car
GX37592,Nevada,F,College,0,33257,72,0,345,Personal Auto,Four-Door Car
VM34210,Washington,F,College,0,0,101,0,337,Personal Auto,SUV
YJ59924,Oregon,M,College,0,31115,92,0,441,Personal Auto,Four-Door Car
OO35641,Oregon,F,College,0,78487,117,0,448,Personal Auto,SUV
EU54076,Oregon,M,Bachelor,0,92472,65,0,240,Corporate Auto,Four-Door Car
QH56750,Arizona,M,High School or Below,0,0,64,0,460,Personal Auto,Four-Door Car
PQ27923,Washington,M,Master,0,71737,79,0,338,Personal Auto,Two-Door Car
ES16126,California,M,College,0,60475,107,0,513,Personal Auto,Four-Door Car
PG42834,Arizona,F,Bachelor,0,26577,79,0,73,Personal Auto,Four-Door Car
OY44814,Arizona,M,High School or Below,0,0,71,0,511,Personal Auto,Two-Door Car
JI97190,California,M,High School or Below,0,43461,64,0,307,Personal Auto,Two-Door Car
ZK61113,Oregon,M,High School or Below,0,0,94,0,676,Personal Auto,Two-Door Car
MU88116,Oregon,F,Master,0,69085,113,0,472,Corporate Auto,Sports Car
TP61305,California,M,High School or Below,0,0,84,0,604,Personal Auto,Four-Door Car
ZY20779,Washington,M,High School or Below,0,0,71,0,340,Personal Auto,Two-Door Car
KP65334,California,F,College,0,0,77,0,783,Corporate Auto,Four-Door Car
OH15677,California,M,High School or Below,0,0,110,0,1272,Personal Auto,Sports Car
HB53755,Oregon,F,High School or Below,0,0,106,0,763,Personal Auto,Sports Car
UF77079,Arizona,F,High School or Below,0,58361,95,0,43,Personal Auto,Four-Door Car
TD20252,Arizona,M,College,0,74092,67,0,321,Personal Auto,Four-Door Car
TH68362,California,F,College,0,0,64,0,380,Corporate Auto,Four-Door Car
TO34442,Washington,M,College,0,59768,71,0,340,Personal Auto,Four-Door Car
MP96373,Washington,M,Master,0,54585,7575,0,340,Personal Auto,Two-Door Car
CV72453,Oregon,F,High School or Below,0,0,125,0,900,Corporate Auto,SUV
OY92520,California,F,Bachelor,0,12075,94,0,451,Personal Auto,Four-Door Car
UY95530,California,M,College,0,62464,109,0,400,Personal Auto,Sports Car
FB84235,Oregon,M,College,0,22520,73,0,350,Personal Auto,Four-Door Car
MJ14480,Arizona,F,High School or Below,0,35012,72,0,345,Personal Auto,Four-Door Car
KW81128,Arizona,F,College,0,95140,126,0,45,Personal Auto,Sports Car
DQ98402,Nevada,F,High School or Below,0,82477,90,0,432,Corporate Auto,Two-Door Car
WN53966,California,M,Master,0,85871,92,0,112,Personal Auto,Four-Door Car
QK69627,Washington,F,High School or Below,0,75264,78,0,343,Personal Auto,Four-Door Car
QC55306,Washington,M,High School or Below,0,83170,97,0,344,Personal Auto,Four-Door Car
WV79842,California,M,High School or Below,0,24314,235,0,1128,Personal Auto,Luxury SUV
DF40318,Oregon,M,Master,0,79751,63,0,392,Corporate Auto,Two-Door Car
TN90661,Nevada,M,High School or Below,0,83318,72,0,345,Corporate Auto,Four-Door Car
ZU88029,Oregon,F,Master,0,26161,109,0,594,Personal Auto,Sports Car
TQ88221,California,F,Bachelor,0,30473,72,0,450,Corporate Auto,Four-Door Car
KH34667,Nevada,M,College,0,50472,87,0,281,Corporate Auto,Four-Door Car
HW54198,Nevada,M,Master,0,94186,64,0,135,Personal Auto,Four-Door Car
GZ79662,Arizona,M,High School or Below,0,47611,69,0,593,Corporate Auto,Four-Door Car
YA11342,California,M,High School or Below,0,0,103,0,518,Personal Auto,Four-Door Car
ZW18871,Oregon,M,High School or Below,0,91245,69,0,19,Corporate Auto,Four-Door Car
QZ17137,Arizona,F,High School or Below,0,45944,83,0,182,Personal Auto,Two-Door Car
UV53712,California,F,College,0,59649,69,0,167,Personal Auto,Four-Door Car
SJ43436,Oregon,F,Bachelor,0,52785,61,0,45,Corporate Auto,Two-Door Car
VW46878,Oregon,F,High School or Below,0,59648,66,0,316,Personal Auto,Four-Door Car
TW91179,Oregon,F,College,0,93272,95,0,281,Corporate Auto,Four-Door Car
LG19551,Arizona,M,Bachelor,0,22134,72,0,445,Corporate Auto,Four-Door Car
AI49712,Washington,F,High School or Below,0,0,72,0,345,Personal Auto,Four-Door Car
WN14473,Arizona,M,Master,0,87798,71,0,204,Personal Auto,Two-Door Car
WH62198,California,M,Bachelor,0,0,63,0,305,Personal Auto,Four-Door Car
SP85148,California,F,Master,0,43811,117,0,571,Personal Auto,Sports Car
FB49203,California,F,College,0,0,91,0,655,Corporate Auto,Two-Door Car
FF94341,Nevada,F,Bachelor,0,92456,95,0,456,Special Auto,Four-Door Car
TS42594,California,F,High School or Below,0,59207,116,0,556,Personal Auto,Four-Door Car
IL43607,California,F,High School or Below,0,64519,69,0,331,Corporate Auto,Four-Door Car
FL85008,Oregon,F,High School or Below,0,11432,119,0,571,Personal Auto,SUV
AN47199,Nevada,F,College,0,0,80,0,81,Personal Auto,Two-Door Car
SV28347,California,M,High School or Below,0,32607,111,0,532,Corporate Auto,SUV
IC78105,Arizona,F,High School or Below,0,26444,196,0,940,Personal Auto,Luxury Car
RB28630,Oregon,F,High School or Below,0,39381,74,0,355,Personal Auto,Four-Door Car
KA32645,Nevada,M,College,0,0,83,0,946,Personal Auto,Four-Door Car
QD73891,Oregon,M,High School or Below,0,90217,66,0,316,Personal Auto,Four-Door Car
LM58949,Oregon,M,High School or Below,0,24248,70,0,336,Personal Auto,Four-Door Car
YG40323,Arizona,M,Bachelor,0,99368,113,0,82,Personal Auto,Four-Door Car
EP82214,Arizona,F,High School or Below,0,68189,82,0,343,Special Auto,Four-Door Car
EO91797,Nevada,F,Master,0,32370,130,0,487,Corporate Auto,SUV
RU50098,Arizona,F,Master,0,34990,65,0,42,Personal Auto,Four-Door Car
QW10541,California,F,High School or Below,0,25714,67,0,321,Personal Auto,Two-Door Car
SB50826,Oregon,M,College,0,61091,95,0,409,Personal Auto,Two-Door Car
XX29952,Arizona,M,College,0,88184,104,0,240,Personal Auto,Four-Door Car
AT93647,California,F,College,0,60252,65,0,182,Personal Auto,Four-Door Car
QP56563,Oregon,M,College,0,80985,67,0,124,Personal Auto,Four-Door Car
UF88986,Washington,F,College,0,39783,72,0,345,Personal Auto,Two-Door Car
TY43440,California,M,High School or Below,0,99845,110,0,528,Personal Auto,SUV
NJ15094,Washington,F,Bachelors,0,0,72,0,345,Personal Auto,Four-Door Car
MM45334,Oregon,F,College,0,40803,71,0,122,Personal Auto,Four-Door Car
KH93988,Oregon,F,College,0,71134,98,0,196,Personal Auto,Two-Door Car
RY38931,Arizona,M,Bachelor,0,36088,72,0,345,Personal Auto,Four-Door Car
CV48634,Nevada,M,College,0,29431,103,0,237,Personal Auto,SUV
TN76120,Washington,M,Bachelors,0,36088,72,0,345,Personal Auto,Four-Door Car
ZS96174,Oregon,M,College,0,17937,65,0,312,Personal Auto,Two-Door Car
MI62456,Arizona,F,Bachelor,0,23376,78,0,374,Personal Auto,Four-Door Car
DD44177,California,F,Doctor,0,21986,63,0,333,Personal Auto,Two-Door Car
NX31380,Arizona,F,Bachelor,0,23032,89,0,427,Corporate Auto,Four-Door Car
KQ43374,Oregon,F,College,0,32114,104,0,445,Corporate Auto,SUV
XA54112,California,M,Bachelor,0,13330,117,0,561,Corporate Auto,SUV
QB14087,California,F,College,0,44934,61,0,357,Personal Auto,Four-Door Car
FV42881,Oregon,F,College,0,96137,73,0,67,Corporate Auto,Two-Door Car
AV76907,Oregon,F,College,0,40864,109,0,166,Personal Auto,SUV
VM85555,California,F,College,0,22668,67,0,33,Personal Auto,Four-Door Car
ZU88113,Oregon,M,College,0,90751,82,0,315,Personal Auto,Two-Door Car
SZ75668,Oregon,M,College,0,44186,64,0,295,Personal Auto,Four-Door Car
